,assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_easy,is_view_dep
40068,36616,scene0378_00-office_chair-2-40-41,The green chair.,True,66,714,scene0378_00,office chair,40,"['the', 'green', 'chair']",nr3d,True,True,False,True,False,True,False
40163,2763,scene0435_00-towel-2-30-34,The folded towel above the toilet.,True,66,141,scene0435_00,towel,30,"['the', 'folded', 'towel', 'above', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
40166,33233,scene0030_00-bookshelf-5-20-17-18-19-68,Select the short bookshelf that is both next to the blackboard and NOT under a window.,True,597,192,scene0030_00,bookshelf,20,"['select', 'the', 'short', 'bookshelf', 'that', 'is', 'both', 'next', 'to', 'the', 'blackboard', 'and', 'not', 'under', 'a', 'window']",nr3d,True,True,True,False,False,False,False
40190,27442,scene0086_00-bathroom_stall_door-2-29-10,The bathroom stall door closest to the two white sinks,True,694,596,scene0086_00,bathroom stall door,29,"['the', 'bathroom', 'stall', 'door', 'closest', 'to', 'the', 'two', 'white', 'sinks']",nr3d,True,True,True,True,False,True,False
40245,23221,scene0030_00-bookshelf-5-20-17-18-19-68,the bookshelf closest to the door handle.,True,501,469,scene0030_00,bookshelf,20,"['the', 'bookshelf', 'closest', 'to', 'the', 'door', 'handle']",nr3d,True,True,True,False,False,False,False
40274,33926,scene0389_00-door-2-12-7,the door next to the painting.,True,501,192,scene0389_00,door,12,"['the', 'door', 'next', 'to', 'the', 'painting']",nr3d,True,True,False,False,False,True,False
40351,6632,scene0222_00-window-2-29-28,The mirror above the desk.,True,175,706,scene0222_00,window,29,"['the', 'mirror', 'above', 'the', 'desk']",nr3d,False,True,True,False,False,True,False
40364,29841,scene0030_00-office_chair-3-2-0-1,"there are two long tables. one has more chairs than the other.  on the table with more chairs, one side of the table has 5 chairs.  of the four chairs, if chair #1 is the one closest to the window, and chair #5 is the one furthest from the window, the object is chair #2.",True,111,444,scene0030_00,office chair,2,"['there', 'are', 'two', 'long', 'tables', 'one', 'has', 'more', 'chairs', 'than', 'the', 'other', 'on', 'the', 'table', 'with', 'more', 'chairs', 'one', 'side', 'of', 'the', 'table', 'has', 'five', 'chairs', 'of', 'the', 'four', 'chairs', 'if', 'chair', '#', 'one', 'is', 'the', 'one', 'closest', 'to', 'the', 'window', 'and', 'chair', '#', 'five', 'is', 'the', 'one', 'farthest', 'from', 'the', 'window', 'the', 'object', 'is', 'chair', '#', 'two']",nr3d,False,True,True,False,True,False,False
40489,11901,scene0011_00-table-2-2-17,The very big dining table in the center of the room.,True,717,188,scene0011_00,table,2,"['the', 'very', 'big', 'dining', 'table', 'in', 'the', 'center', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,False
40567,41359,scene0011_00-table-2-17-2,The shelf under the television,True,67,192,scene0011_00,table,17,"['the', 'shelf', 'under', 'the', 'television']",nr3d,False,True,True,False,False,True,False
40631,36981,scene0086_00-trash_can-2-14-13,The towel under the towel rail.,True,175,188,scene0086_00,trash can,14,"['the', 'towel', 'under', 'the', 'towel', 'rail']",nr3d,False,True,True,False,False,True,False
40661,38674,scene0030_00-office_chair-3-0-1-2,Find the chair that is under the clock.,True,597,163,scene0030_00,office chair,0,"['find', 'the', 'chair', 'that', 'is', 'under', 'the', 'clock']",nr3d,False,True,True,False,False,False,False
40695,23634,scene0030_00-office_chair-3-2-0-1,"This chair is brown, not blue, and is pulled up to a long, light-colored table.",True,353,670,scene0030_00,office chair,2,"['this', 'chair', 'is', 'brown', 'not', 'blue', 'and', 'is', 'pulled', 'up', 'to', 'a', 'long', 'light', 'colored', 'table']",nr3d,False,True,True,True,True,False,False
40709,18068,scene0030_00-blackboard-2-21-22,the largest of the two blackboards.,True,175,553,scene0030_00,blackboard,21,"['the', 'largest', 'of', 'the', 'two', 'blackboards']",nr3d,True,True,False,False,True,True,False
40731,20356,scene0222_00-door-2-3-24,The object you are looking for is a door. The door is the closet door and is standing open. Inside the closet shirts are hanging up.,True,345,14,scene0222_00,door,3,"['the', 'object', 'you', 'are', 'looking', 'for', 'is', 'a', 'door', 'the', 'door', 'is', 'the', 'closet', 'door', 'and', 'is', 'standing', 'open', 'inside', 'the', 'closet', 'shirts', 'are', 'hanging', 'up']",nr3d,True,True,True,False,False,True,True
40808,20453,scene0030_00-window-3-27-26-58,"large window to the right, near the bookshelf.",True,94,280,scene0030_00,window,27,"['large', 'window', 'to', 'the', 'right', 'near', 'the', 'bookshelf']",nr3d,True,True,True,False,True,False,True
41133,30664,scene0086_00-bathroom_stall-2-1-28,The big handicap bathroom stall,True,596,650,scene0086_00,bathroom stall,1,"['the', 'big', 'handicap', 'bathroom', 'stall']",nr3d,True,True,True,False,False,True,False
41202,39525,scene0086_00-bathroom_stall-2-28-1,"The middle of bathroom, you want the stall near the sinks",True,67,648,scene0086_00,bathroom stall,28,"['the', 'middle', 'of', 'bathroom', 'you', 'want', 'the', 'stall', 'near', 'the', 'sinks']",nr3d,True,True,True,False,False,True,False
41473,39589,scene0011_00-cabinet-2-20-28,the cabinet closest to the tv screen,True,310,310,scene0011_00,cabinet,20,"['the', 'cabinet', 'closest', 'to', 'the', 'tv', 'screen']",nr3d,True,True,True,False,False,True,False
41488,7794,scene0011_00-cabinet-2-20-28,cabinet closest to the TV,True,310,310,scene0011_00,cabinet,20,"['cabinet', 'closest', 'to', 'the', 'tv']",nr3d,True,True,True,False,False,True,False
41489,19023,scene0011_00-cabinet-2-20-28,cabinet touching the wall farthest from entrance door,True,310,310,scene0011_00,cabinet,20,"['cabinet', 'touching', 'the', 'wall', 'farthest', 'from', 'entrance', 'door']",nr3d,True,True,True,False,False,True,False
